"_time","ac_power","total-cpu-utilization","total-disk-accesses","total-disk-blocks","total-disk-utilization","total-instructions_retired","total-last_level_cache_references","total-memory_bus_transactions","total-unhalted_core_cycles"
"21:40:10 2008-Apr-22","228.0","31.15",0,0,0,836934419,61761332,1659602,845767235
"21:40:11 2008-Apr-22","228.0","28.70","0.97","7.77","2.33",828565651,61148002,1660736,838326519
"21:40:12 2008-Apr-22","228.0","31.29","11.11","88.89","6.06",835514093,61679225,1673378,846114330
"21:40:13 2008-Apr-22","228.0","31.23","1.94","46.6","1.17",826884966,61026002,1646328,834861869
"21:40:14 2008-Apr-22","229.0","30.26",0,0,0,837752827,61808912,1663247,849078871
"21:40:15 2008-Apr-22","228.0","29.44",0,0,0,816969212,60304251,1629091,826437119
"21:40:16 2008-Apr-22","228.0","31.46",14,120,"7.2",829782645,61243156,1670527,840585569
"21:40:17 2008-Apr-22","228.0","31.06","11.88","95.05","5.94",834412222,61587580,1678766,844545633
"21:40:18 2008-Apr-22","229.0","32.79","2.94","70.59","2.75",826758687,61002002,1633700,835061408
"21:40:19 2008-Apr-22","228.0","32.18",0,0,0,816827190,60287633,1624741,825648727
"21:40:20 2008-Apr-22","227.0","29.45",0,0,0,836775275,61753446,1650222,845069440
"21:40:21 2008-Apr-22","228.0","30.36","1.94","15.53","2.33",826796905,61027479,1649769,835711560
"21:40:22 2008-Apr-22","228.0","30.26","12.12","137.37","6.06",837167809,61789825,1662308,846520529
"21:40:23 2008-Apr-22","228.0","30.47","0.97","7.77","0.78",826722870,61013515,1652973,836268547
"21:40:24 2008-Apr-22","227.0","29.46",0,0,0,836815968,61757286,1650041,845191033
"21:40:25 2008-Apr-22","228.0","30.27",0,0,0,826713529,61007220,1645535,834413067
"21:40:26 2008-Apr-22","228.0","29.55","1.01","8.08","2.42",836853331,61762657,1661883,847503902
"21:40:27 2008-Apr-22","228.0","31.19",10,80,"6.4",819119796,60455166,1636978,828419196
"21:40:28 2008-Apr-22","228.0","29.64","1.94","46.6","1.17",824561955,60857140,1630628,832246459
"21:40:29 2008-Apr-22","228.0","31.25",0,0,0,836850711,61775233,1660815,845365982
"21:40:30 2008-Apr-22","229.0","30.54",0,0,0,826702583,61012910,1637466,834844265
"21:40:31 2008-Apr-22","227.0","31.19","8.91","71.29","5.15",817079637,60304637,1646834,828131499
"21:40:32 2008-Apr-22","228.0","30.54","10.89","87.13","5.94",817118355,60299644,1638285,826938408
"21:40:33 2008-Apr-22","228.0","31.35","1.96","54.9","0.78",824273033,60824127,1648908,832518340
"21:40:34 2008-Apr-22","228.0","36.59",0,0,0,1042592472,61063722,2390005,948797046
"21:40:35 2008-Apr-22","229.0","31.09",0,0,0,823885605,60779706,1653366,823665668
"21:40:36 2008-Apr-22","230.0","32.53","8.82","70.59","5.49",927512762,60506938,2035167,879900692
"21:40:37 2008-Apr-22","229.0","30.27","18.37","146.94","6.12",817404212,60317818,1662781,828591946
"21:40:38 2008-Apr-22","228.0","34.96","1.96","109.8","1.57",847452148,62554797,1719948,859915968
"21:40:39 2008-Apr-22","229.0","31.19",0,0,0,816787979,60279078,1633850,827821624
"21:40:40 2008-Apr-22","227.0","31.38",0,0,0,817593023,60347259,1658210,830662690
"21:40:41 2008-Apr-22","229.0","31.29","8.91","71.29","5.54",817635946,60353553,1668859,829776561
"21:40:42 2008-Apr-22","228.0","31.71","10.68","85.44","5.83",837245802,61800230,1678920,847684757
"21:40:43 2008-Apr-22","228.0","30.46","1.98","55.45","1.19",817316524,60339876,1660697,828931019
"21:40:44 2008-Apr-22","228.0","30.53",0,0,0,826658971,61014280,1633489,838019017
"21:40:45 2008-Apr-22","228.0","30.06",0,0,0,816890244,60287022,1631505,826961057
"21:40:46 2008-Apr-22","229.0","29.53","0.99","7.92","2.38",816808147,60271071,1622200,825611658
"21:40:47 2008-Apr-22","227.0","31.74","9.8","78.43","5.88",833512913,61257640,1735185,834340893
"21:40:48 2008-Apr-22","229.0","31.62","1.98","47.52","1.19",836188580,61693034,1667912,837363402
"21:40:49 2008-Apr-22","229.0","30.73",0,0,0,826184466,60947683,1648191,827086460
"21:40:50 2008-Apr-22","230.0","29.55",0,0,0,830586131,61284274,1653417,831852257
"21:40:51 2008-Apr-22","229.0","30.35",13,104,"5.6",834136772,61565519,1691930,845759575
"21:40:52 2008-Apr-22","228.0","29.45","12.87","102.97","5.94",831649169,61389415,1659721,841660422
"21:40:53 2008-Apr-22","228.0","31.35","2.97","71.29","1.58",832330118,61431622,1671357,841999623
"21:40:54 2008-Apr-22","228.0","29.27",0,0,0,823894165,60800708,1624254,831411126
"21:40:55 2008-Apr-22","228.0","32.29",0,0,0,810026118,59779645,1629111,820536078
"21:40:56 2008-Apr-22","227.0","31.19",2,16,2,817193684,60312590,1642943,827787072
"21:40:57 2008-Apr-22","229.0","29.55","9.9","79.21","5.94",847534273,62573381,1718874,860848017
"21:40:58 2008-Apr-22","228.0","31.20","1.94","46.6","1.55",816879736,60291491,1622550,825202286
"21:40:59 2008-Apr-22","228.0","30.47",0,0,0,826330747,60980746,1647940,835000400
"21:41:00 2008-Apr-22","228.0","30.53",0,0,0,837370176,61797417,1659520,846505546
"21:41:01 2008-Apr-22","228.0","30.37","1.92","15.38","2.31",816885156,60271182,1630212,827408973
"21:41:02 2008-Apr-22","228.0","29.35",11,88,6,831646926,61379186,1656111,841267532
"21:41:03 2008-Apr-22","228.0","30.37",2,56,"1.6",827033048,61040837,1654405,835978798
"21:41:04 2008-Apr-22","228.0","30.53",0,0,0,821858825,60653596,1620823,829738312
"21:41:05 2008-Apr-22","228.0","31.19",0,0,0,816726233,60292542,1616946,826008780
"21:41:06 2008-Apr-22","229.0","29.35","2.02","16.16","2.42",832162530,61422908,1648300,840136060
"21:41:07 2008-Apr-22","227.0","30.27",13,144,6,827546390,61075991,1661241,837679284
"21:41:08 2008-Apr-22","228.0","30.62","1.94","108.74","1.55",820885823,60569940,1619570,829372353
"21:41:09 2008-Apr-22","229.0","30.19",0,0,0,843265116,62232077,1684780,851671017
"21:41:10 2008-Apr-22","229.0","29.64",0,0,0,820575863,60563614,1628570,829824581
"21:41:11 2008-Apr-22","228.0","30.18","0.99","7.92","2.38",816903701,60293596,1633860,825429382
"21:41:12 2008-Apr-22","227.0","30.37",11,88,6,824980010,60884638,1658545,836255379
"21:41:13 2008-Apr-22","228.0","31.66",2,56,"1.2",817057289,60308345,1634465,826866381
"21:41:14 2008-Apr-22","228.0","29.64",0,0,0,839041138,61924414,1663272,849039303
"21:41:15 2008-Apr-22","228.0","31.28",0,0,0,825057296,60899789,1643521,833521147
"21:41:16 2008-Apr-22","228.0","30.36","9.09","72.73","6.46",837637488,61823057,1689514,848066474
"21:41:17 2008-Apr-22","228.0","32.11","9.9","79.21","5.94",818685165,60427319,1652785,829806154
"21:41:18 2008-Apr-22","229.0","29.44","1.94","46.6","1.17",816954486,60294667,1628037,825831887
"21:41:19 2008-Apr-22","228.0","30.45",0,0,0,816903381,60295317,1636396,827047330
"21:41:20 2008-Apr-22","228.0","30.28",0,0,0,846332620,62480315,1683141,854738202
"21:41:21 2008-Apr-22","228.0","31.19","8.82","70.59","6.27",817087086,60301410,1641755,826518355
"21:41:22 2008-Apr-22","229.0","29.64",10,88,6,817352486,60325195,1629946,826678066
"21:41:23 2008-Apr-22","228.0","31.10","1.96","54.9","2.35",835981161,61705289,1667093,844244071
"21:41:24 2008-Apr-22",228,"30.44",0,0,0,827571723,61059085,1630385,835785118
"21:41:25 2008-Apr-22","228.0","31.19",0,0,0,836900977,61767931,1660232,844324066
"21:41:26 2008-Apr-22","229.0","30.53","14.29","114.29","7.76",826828845,61023471,1649356,836919678
"21:41:27 2008-Apr-22","229.0","29.35","11.65","93.2","5.83",847136668,62543017,1700280,857066565
"21:41:28 2008-Apr-22","227.0","30.53","2.94","62.75","3.14",816762073,60281853,1616342,824214291
"21:41:29 2008-Apr-22","228.0","30.18",0,0,0,818357817,60383664,1626399,826060032
"21:41:30 2008-Apr-22","228.0","31.19",0,0,0,837501224,61804758,1655563,845033420
"21:41:31 2008-Apr-22","228.0","29.64",1,8,"2.4",824657163,60850512,1651899,833843329
"21:41:32 2008-Apr-22","229.0","34.83","17.65","149.02","5.88",925397503,60353224,2016943,885508871
"21:41:33 2008-Apr-22","229.0","32.19","1.98","118.81","1.19",928408463,60576858,2032250,885848373
"21:41:34 2008-Apr-22","230.0","32.69",0,0,0,937385348,61214799,2016994,886572920
"21:41:35 2008-Apr-22","230.0","31.19",0,0,0,809668539,59726189,1626448,815729030
"21:41:36 2008-Apr-22","228.0","29.64","1.01","8.08","2.02",844417925,62330370,1695796,854815242
"21:41:37 2008-Apr-22","229.0","30.09","10.68","85.44","5.83",829304723,61204231,1673479,839647263
"21:41:38 2008-Apr-22","228.0","30.53","2.04","57.14","1.22",834370589,61588035,1658303,847302655
"21:41:39 2008-Apr-22","228.0","30.18",0,0,0,841524442,62117096,1679558,851030198
"21:41:40 2008-Apr-22","227.0","31.43",0,0,0,822323958,60694034,1637253,831921416
"21:41:41 2008-Apr-22","229.0","30.27","1.9","15.24","2.29",820744166,60588491,1647051,830349510
"21:41:42 2008-Apr-22","228.0","30.46","11.22","122.45","6.12",843303161,62246883,1679297,853247377
"21:41:43 2008-Apr-22","229.0","31.00","0.97","7.77","0.39",820808529,60579830,1630000,829630220
"21:41:44 2008-Apr-22","228.0","30.63",0,0,0,842790747,62197174,1662521,851243341
"21:41:45 2008-Apr-22","228.0","30.18",0,0,0,816844600,60261702,1620466,826014967
"21:41:46 2008-Apr-22","228.0","30.47",2,16,"2.8",831344950,61360679,1648558,839544140
"21:41:47 2008-Apr-22","229.0","32.14",11,88,6,832560025,61226941,1723346,843121200
"21:41:48 2008-Apr-22","228.0","32.42","2.04","57.14","1.22",820320789,60561897,1647466,832296903
"21:41:49 2008-Apr-22","228.0","30.35",0,0,0,817075903,60285508,1630726,822501173
"21:41:50 2008-Apr-22","229.0","29.53",0,0,0,846914387,62504914,1683808,856520158
"21:41:51 2008-Apr-22","228.0","31.06","1.94","15.53","2.33",816960271,60294431,1641297,828634071
"21:41:52 2008-Apr-22","228.0","29.54","10.89","118.81","5.94",844979619,62361861,1690050,854692157
"21:41:53 2008-Apr-22","228.0","31.06","1.01","8.08","0.4",819053249,60443264,1635523,827827251
"21:41:54 2008-Apr-22","229.0","29.44",0,0,0,846698015,62487505,1668935,855476457
"21:41:55 2008-Apr-22","228.0","30.44",0,0,0,816693884,60281193,1622317,829131090
"21:41:56 2008-Apr-22","227.0","29.54",9,72,"5.6",845926667,62455713,1698776,856594855
"21:41:57 2008-Apr-22","227.0","30.35",11,88,6,818138293,60386319,1645946,830134577
"21:41:58 2008-Apr-22","228.0","31.19","1.96","54.9","0.78",816809337,60277527,1613794,824843134
"21:41:59 2008-Apr-22","229.0","31.39",0,0,0,823723878,60778575,1633840,832503190
"21:42:00 2008-Apr-22",228,"29.46",0,0,0,839790103,61969155,1662594,849259391
"21:42:01 2008-Apr-22","227.0","30.47","13.46","107.69","7.69",833434612,61515446,1679378,844301709
"21:42:02 2008-Apr-22","228.0","30.26","20.41","163.27","6.12",830658656,61300044,1649050,840190881
"21:42:03 2008-Apr-22","227.0","32.20","2.88","123.08","3.08",816907614,60304145,1635802,826671963
"21:42:04 2008-Apr-22","229.0","30.37",0,0,0,836742326,61749643,1653890,844386833
"21:42:05 2008-Apr-22","227.0","30.35",0,0,0,826889766,61019789,1643782,836578691
"21:42:06 2008-Apr-22","229.0","31.42","8.65","69.23","5.77",837549076,61822908,1668279,847252061
"21:42:07 2008-Apr-22","228.0","30.26","11.88","134.65","5.94",826508022,60992197,1654637,837017462
"21:42:08 2008-Apr-22","228.0","32.37","0.98","7.84","0.39",816657886,60269029,1609104,825502875
"21:42:09 2008-Apr-22","229.0","30.18",0,0,0,846907699,62497342,1684078,856446315
"21:42:10 2008-Apr-22","228.0","31.25",0,0,0,816754450,60287318,1621499,826761871
"21:42:11 2008-Apr-22","229.0","31.39","0.96","7.69","2.31",817057231,60306110,1636194,826906231
"21:42:12 2008-Apr-22","228.0","29.44",10,80,6,817306890,60323178,1634887,827290290
"21:42:13 2008-Apr-22","227.0","30.63",2,48,"1.2",846602374,62492725,1692630,855368314
"21:42:14 2008-Apr-22","228.0","31.06",0,0,0,816721442,60255095,1613014,825263395
"21:42:15 2008-Apr-22","229.0","29.53",0,0,0,846839893,62501236,1689204,855187377
"21:42:16 2008-Apr-22","228.0","31.06",1,8,"2.4",816933160,60289831,1629168,826344620
"21:42:17 2008-Apr-22","228.0","29.63","10.68","85.44","5.83",818056654,60384295,1638964,827961969
"21:42:18 2008-Apr-22","228.0","30.57","2.04","57.14","0.82",845696238,62429611,1678437,853345947
"21:42:19 2008-Apr-22","229.0","30.17",0,0,0,816758656,60273063,1623724,825074499
"21:42:20 2008-Apr-22","228.0","30.47",0,0,0,818217048,60385247,1613658,825874530
"21:42:21 2008-Apr-22","228.0","29.46","0.99","7.92","1.98",845343665,62386702,1686688,854104060
"21:42:22 2008-Apr-22","228.0","31.19",10,80,6,818602551,60412320,1621705,830594544
"21:42:23 2008-Apr-22","228.0","30.47","1.96","47.06","1.57",845120074,62373336,1690376,854123753
"21:42:24 2008-Apr-22","228.0","30.35",0,0,0,816579603,60259509,1610888,825528546
"21:42:25 2008-Apr-22","227.0","30.37",0,0,0,816782477,60283109,1621375,825169336
"21:42:26 2008-Apr-22","227.0","30.47",2,24,"2.8",830421202,61295671,1646279,839760809
"21:42:27 2008-Apr-22","228.0","29.46","9.9","79.21","5.94",833453979,61511133,1670542,843926358
"21:42:28 2008-Apr-22","229.0","31.29","1.98","55.45","1.58",844038346,62296932,1669261,851467098
"21:42:29 2008-Apr-22","228.0","29.46",0,0,0,819470387,60462062,1631157,830223475
"21:42:30 2008-Apr-22","228.0","34.14",0,0,0,925111866,60323724,1988461,883333951
"21:42:31 2008-Apr-22","229.0","29.63","1.98","15.84","2.38",844969638,62368609,1703474,854228527
"21:42:32 2008-Apr-22","229.0","33.06","17.82","142.57","5.54",920943364,60012636,2018813,874176564
"21:42:33 2008-Apr-22","230.0","32.33","1.96","109.8","1.18",917091186,59728186,1995408,871040304
"21:42:34 2008-Apr-22","229.0","31.56",0,0,0,832136215,61422071,1653892,842792489
"21:42:35 2008-Apr-22","228.0","30.36",0,0,0,831359618,61343937,1666739,839898610
"21:42:36 2008-Apr-22","229.0","32.03",13,104,"5.6",817065245,60298515,1647984,828774563
"21:42:37 2008-Apr-22","228.0","38.33","11.54",100,"5.38",796922603,58813771,1609869,805707402
"21:42:38 2008-Apr-22","227.0","29.54","2.83","67.92","1.89",826897931,61027790,1641750,835952614
"21:42:39 2008-Apr-22","228.0","30.37",0,0,0,816816401,60286913,1623717,826847155
"21:42:40 2008-Apr-22","228.0","29.44",0,0,0,816627386,60263320,1611162,824918072
"21:42:41 2008-Apr-22","228.0","30.47","8.57","68.57","4.95",806910994,59542819,1622938,817188442
"21:42:42 2008-Apr-22","227.0","30.02","10.48","83.81","5.33",817006573,60293406,1627413,824470594
"21:42:43 2008-Apr-22","229.0","29.34","1.87","52.34","1.87",816871867,60269962,1631445,827707004
"21:42:44 2008-Apr-22","228.0","29.73",0,0,0,816614246,60259403,1606735,826586866
"21:42:45 2008-Apr-22","228.0","30.47",0,0,0,816886518,60272550,1625781,827301011
"21:42:46 2008-Apr-22","227.0","31.19","8.18","65.45","4.73",817032503,60301400,1634572,827012975
"21:42:47 2008-Apr-22","228.0","30.47","9.62","76.92","5.38",820576702,60337460,1700574,832800808
"21:42:48 2008-Apr-22","227.0","28.70","1.83","44.04","1.47",816679629,60272437,1618487,825986759
"21:42:49 2008-Apr-22","228.0","29.45",0,0,0,816811731,60282109,1624222,827258536
"21:42:50 2008-Apr-22","228.0","30.86",0,0,0,806772826,59519578,1602945,813037418
"21:42:51 2008-Apr-22","229.0","29.45","0.92","7.34","1.47",816963166,60279907,1634497,826775817
"21:42:52 2008-Apr-22","227.0","32.36","10.09","80.73","5.5",817038397,60295986,1631852,827793609
"21:42:53 2008-Apr-22","227.0","30.71","1.85","51.85","1.11",806896466,59534618,1607608,812502052
"21:42:54 2008-Apr-22","227.0","29.06",0,0,0,806744192,59533856,1594579,813201893
"21:42:55 2008-Apr-22","228.0","32.71",0,0,0,816875269,60279568,1627540,827327624
"21:42:56 2008-Apr-22","228.0","30.69","0.97","7.77","2.33",799331963,58983018,1596072,804784982
"21:42:57 2008-Apr-22","229.0","30.76","9.62","76.92","5.77",807217604,59561828,1619653,815378975
"21:42:58 2008-Apr-22","228.0","29.06","1.92","46.15","1.54",806955702,59530586,1604921,814063742
"21:42:59 2008-Apr-22","229.0","30.62",0,0,0,824036201,60806905,1637753,834441349
"21:43:00 2008-Apr-22","228.0","30.56",0,0,0,816701153,60256096,1612179,824849079
"21:43:01 2008-Apr-22","228.0","29.44","0.96","7.69","1.92",816857821,60281377,1629622,826539576
"21:43:02 2008-Apr-22","228.0","30.47","12.84","139.45","5.5",816929203,60302628,1624246,829225633
"21:43:03 2008-Apr-22","227.0","29.54","1.87","112.15","1.5",816802561,60267038,1623128,826825378
"21:43:04 2008-Apr-22","229.0","29.63",0,0,0,816648585,60271077,1610231,824795066
"21:43:05 2008-Apr-22","227.0","30.37",0,0,0,819163948,60443770,1620735,826701862
"21:43:06 2008-Apr-22","228.0","29.63","1.85","14.81","2.22",814540395,60094098,1620844,823864149
"21:43:07 2008-Apr-22","228.0","30.57","9.26","74.07","5.56",826909700,61029396,1649797,836660628
"21:43:08 2008-Apr-22","227.0","29.73","1.85","44.44","1.11",824614530,60839937,1633564,832770773
"21:43:09 2008-Apr-22","228.0","29.53",0,0,0,801993649,59182920,1590820,809784438
"21:43:10 2008-Apr-22","228.0","30.00",0,0,0,813933419,60061743,1617598,821298025
"21:43:11 2008-Apr-22","229.0","30.67","13.33","106.67","6.1",807177896,59567700,1636494,819171602
"21:43:12 2008-Apr-22","228.0","27.32",13,104,6,817111515,60310994,1632370,828577426
"21:43:13 2008-Apr-22","228.0","29.63","3.03","72.73","3.23",816838264,60269555,1630896,827495510
"21:43:14 2008-Apr-22","228.0","29.44",0,0,0,846803129,62493818,1673635,855196730
"21:43:15 2008-Apr-22","228.0","30.97",0,0,0,816941287,60274445,1625309,825768576
"21:43:16 2008-Apr-22","229.0","30.26","2.04","16.33","2.45",847026937,62522182,1691854,856702522
"21:43:17 2008-Apr-22","228.0","29.73",10,80,"5.6",817017776,60311687,1636785,827980814
"21:43:18 2008-Apr-22","227.0","30.17","1.96","47.06","1.18",846894311,62497498,1678565,855790704
"21:43:19 2008-Apr-22","229.0","34.46",0,0,0,865116274,60476127,1809928,907468675
"21:43:20 2008-Apr-22","228.0","29.64",0,0,0,846664312,62493169,1677521,857747003
"21:43:21 2008-Apr-22","228.0","31.06","8.74","69.9","5.05",816967671,60284633,1640814,826551735
"21:43:22 2008-Apr-22","227.0","29.64","10.78","86.27","5.49",835021751,61630002,1661277,844524538
"21:43:23 2008-Apr-22","229.0","31.19","2.02","56.57","2.02",828746284,61151734,1654759,837752520
"21:43:24 2008-Apr-22","228.0","29.37",0,0,0,846795354,62505264,1671404,856302916
"21:43:25 2008-Apr-22","227.0","31.15",0,0,0,816761134,60276146,1621740,825694223
"21:43:26 2008-Apr-22","228.0","29.54","8.74","69.9","5.83",816859821,60289139,1636040,826083968
"21:43:27 2008-Apr-22","228.0","30.37",18,144,"5.6",847163236,62528090,1705807,857184230
"21:43:28 2008-Apr-22","228.0","29.37","1.98","110.89","2.38",816817210,60255357,1612365,825151264
"21:43:29 2008-Apr-22","228.0","34.04",0,0,0,946118273,61878138,2032041,903648062
"21:43:30 2008-Apr-22","228.0","31.15",0,0,0,825805938,60936259,1641381,834129099
"21:43:31 2008-Apr-22","230.0","32.33","8.91","71.29","4.75",928882954,60593896,2048737,884196873
"21:43:32 2008-Apr-22","229.0","32.54","10.89","87.13","5.54",915165940,59559612,2000706,866563865
"21:43:33 2008-Apr-22","228.0","30.57","1.98","55.45","1.58",817141145,60299863,1646199,822823250
"21:43:34 2008-Apr-22","227.0","29.46",0,0,0,839321563,61926397,1662774,846867966
"21:43:35 2008-Apr-22","229.0","30.47",0,0,0,816871173,60279604,1630664,827305695
"21:43:36 2008-Apr-22","228.5","29.46","1.04","8.33","2.5",846947946,62511120,1693092,857073272
"21:43:37 2008-Apr-22","228.0","30.47","9.8","78.43","5.49",817179448,60308456,1643060,828039825
"21:43:38 2008-Apr-22","228.0","31.46","1.98","47.52","1.19",846796404,62512011,1678949,856318950
"21:43:39 2008-Apr-22","228.0","30.17",0,0,0,816838509,60264353,1620542,824867565
"21:43:40 2008-Apr-22","228.0","32.28",0,0,0,842913436,62212617,1667237,851253832
"21:43:41 2008-Apr-22","228.0","31.34","1.01","8.08","2.02",820718196,60567991,1638650,830084578
"21:43:42 2008-Apr-22","228.0","30.47","10.78","86.27","5.49",834042850,61543014,1659651,844386040
"21:43:43 2008-Apr-22","228.0","30.17","2.02","56.57","1.21",829894334,61235164,1645631,839013449
"21:43:44 2008-Apr-22","228.0","30.57",0,0,0,816967884,60280067,1606603,825777840
"21:43:45 2008-Apr-22","228.0","31.46",0,0,0,846550665,62489711,1685851,855938731
"21:43:46 2008-Apr-22","228.0","31.07","13.86","110.89","6.73",816929013,60285458,1623507,826960013
"21:43:47 2008-Apr-22","228.0","31.29","12.12","96.97","5.66",820442019,60321948,1697823,829432917
"21:43:48 2008-Apr-22","228.0","29.64","2.94","62.75","3.53",846795093,62504796,1678146,855519965
"21:43:49 2008-Apr-22","228.0","31.06",0,0,0,816878542,60261312,1623776,824993048
"21:43:50 2008-Apr-22","228.0","29.64",0,0,0,829589885,61222732,1644695,838397738
"21:43:51 2008-Apr-22","228.0","29.54",2,24,"2.4",834399340,61572012,1675445,843170175
"21:43:52 2008-Apr-22","228.0","31.06",10,80,"5.6",817153627,60304536,1635508,827643173
"21:43:53 2008-Apr-22","228.0","30.55","1.98","55.45","2.38",816942274,60298429,1632974,827228721
"21:43:54 2008-Apr-22","228.0","29.44",0,0,0,846753651,62481705,1668033,853452924
"21:43:55 2008-Apr-22","227.0","30.35",0,0,0,816851921,60280647,1621430,825662461
"21:43:56 2008-Apr-22","228.0","29.44","1.98","15.84","2.38",846580124,62485169,1695748,856635423
"21:43:57 2008-Apr-22","229.0","30.35","19.19","153.54","5.66",817618140,60324754,1643739,828092320
"21:43:58 2008-Apr-22","228.0","31.19","1.96","117.65","2.35",825073383,60888449,1636727,833027846
"21:43:59 2008-Apr-22","228.0","30.57",0,0,0,838518163,61874774,1664774,846110804
"21:44:00 2008-Apr-22","228.0","30.17",0,0,0,816624455,60279040,1607515,826554940
"21:44:01 2008-Apr-22","229.0","30.47","0.72","5.76","1.73",816848126,60277062,1628443,825309592
"21:44:02 2008-Apr-22","228.0","29.46","10.2","81.63","5.71",846944086,62508020,1680792,856128419
"21:44:03 2008-Apr-22","227.0","31.47","1.96","47.06","2.75",816848004,60283938,1622042,825349158
"21:44:04 2008-Apr-22","228.0","29.46",0,0,0,846781610,62476351,1667070,854716431
"21:44:05 2008-Apr-22","228.0","32.18",0,0,0,816815360,60274965,1619612,825500544
"21:44:06 2008-Apr-22","227.0","31.56","8.65","69.23","5.77",816894961,60278541,1625351,825934217
"21:44:07 2008-Apr-22","228.0","29.44",11,88,"5.6",847091366,62526585,1699191,856822638
"21:44:08 2008-Apr-22","227.0","31.06","2.02","56.57","2.42",816726998,60284802,1610083,825441099
"21:44:09 2008-Apr-22","229.0","29.54",0,0,0,816878672,60265038,1620729,825163855
"21:44:10 2008-Apr-22","227.0","30.26",0,0,0,846823958,62510355,1678667,857139756
"21:44:11 2008-Apr-22","228.0","30.62","8.57","68.57","5.33","817079033.5","60297335.5","1639548.5","827084669.5"
"21:44:12 2008-Apr-22","228.0","29.63",10,80,"5.6",839299048,61940883,1681867,849939077
"21:44:13 2008-Apr-22","228.0","31.20",2,48,2,817291766,60306437,1632315,825989669
"21:44:14 2008-Apr-22","227.0","30.35",0,0,0,824261514,60818321,1624794,832302666
"21:44:15 2008-Apr-22","228.0","30.37",0,0,0,839825546,61992499,1674413,849937868
"21:44:16 2008-Apr-22","227.0","30.26","1.01","8.08","2.42",824184335,60824805,1650454,834768234
"21:44:17 2008-Apr-22","228.0","30.57","10.78","86.27","5.49",817088398,60301019,1642624,827701852
"21:44:18 2008-Apr-22","228.0","31.19",2,56,2,841211107,62092219,1669753,851049383
"21:44:19 2008-Apr-22","228.0","30.35",0,0,0,822543674,60681384,1629480,830308950
"21:44:20 2008-Apr-22","228.0","29.53",0,0,0,824449396,60846606,1626399,834582934
"21:44:21 2008-Apr-22","227.0","30.26","14.14","113.13","7.68",839186325,61934626,1681217,848958312
"21:44:22 2008-Apr-22","229.0","30.47",12,96,"5.6",847010346,62522413,1687167,856889942
"21:44:23 2008-Apr-22","228.0","30.35",3,64,"3.6",816865014,60284228,1626777,825712239
"21:44:24 2008-Apr-22","228.0","31.09",0,0,0,843370732,62235597,1671930,852011066
"21:44:25 2008-Apr-22","228.0","30.44",0,0,0,820238360,60535122,1631516,829461761
"21:44:26 2008-Apr-22","228.0","31.36","0.98","7.84","1.96",846804816,62497824,1680421,855669748
"21:44:27 2008-Apr-22","227.0","32.91","19.19","153.54","5.66",925249710,60331526,2000464,886089770
"21:44:28 2008-Apr-22","228.0","32.28","1.96","117.65","2.35",816923616,60277734,1625527,825770822
"21:44:29 2008-Apr-22","228.0","30.47",0,0,0,945880078,61870416,2023735,903512316
"21:44:30 2008-Apr-22","229.0","34.06",0,0,0,919440217,59890129,2006831,877353326
"21:44:31 2008-Apr-22","229.0","31.79","1.96","15.69","1.96",827555392,61051015,1681154,835170475
"21:44:32 2008-Apr-22","228.0","29.63","10.1","80.81","5.66",817134101,60297328,1647005,828277035
"21:44:33 2008-Apr-22","229.0","30.47",2,48,"2.4",845546866,62409711,1700797,858251294
"21:44:34 2008-Apr-22","227.0","30.26",0,0,0,818253837,60382686,1619226,827016945
"21:44:35 2008-Apr-22","228.0","29.63",0,0,0,845758770,62413442,1689099,855102134
"21:44:36 2008-Apr-22","229.0","30.35","2.13","17.02","2.55",818137294,60392122,1631484,827556560
"21:44:37 2008-Apr-22","227.0","30.28","10.38","83.02","5.28",819312753,60463057,1650453,828131264
"21:44:38 2008-Apr-22","227.0","29.46",2,56,2,844796507,62344954,1678753,853628423
"21:44:39 2008-Apr-22","227.0","31.29",0,0,0,816674469,60278786,1618121,826941898
"21:44:40 2008-Apr-22","229.0","28.70",0,0,0,846839988,62486606,1674587,855404778
"21:44:41 2008-Apr-22","228.0","31.06","2.11","16.84","2.53",816876759,60277145,1628812,826141962
"21:44:42 2008-Apr-22","228.0","29.54","9.43","75.47","5.28",832447339,61432913,1656286,842159493
"21:44:43 2008-Apr-22","227.0","31.15","2.08",50,"2.08",831330293,61355137,1650315,839617062
"21:44:44 2008-Apr-22","228.0","29.53",0,0,0,816690507,60275993,1614630,825802464
"21:44:45 2008-Apr-22","229.0","31.29",0,0,0,833987845,61533270,1657095,842108952
"21:44:46 2008-Apr-22","227.0","30.57","14.29","114.29","9.52",829753107,61254992,1656234,840796814
"21:44:47 2008-Apr-22","228.0","30.46","8.27","66.17","3.91",807898729,59392299,1669457,816759297
"21:44:48 2008-Apr-22","227.0","31.06","1.98","55.45","1.58",829219811,61190762,1637415,838379704
"21:44:49 2008-Apr-22","229.0","29.64",0,0,0,816839044,60270518,1618958,825390766
"21:44:50 2008-Apr-22","228.0","30.26",0,0,0,846689660,62493257,1674581,858315068
"21:44:51 2008-Apr-22","227.0","29.63","4.59","36.73","2.86",817110696,60318743,1646668,828413074
"21:44:52 2008-Apr-22","228.0","29.44",18,144,"5.2",847156973,62520321,1702450,858522797
